TEAM_NAME,OPP_TEAM_NAME,SEASON,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_PACE,OPP_OFF_RATING,OPP_DEF_RATING,OPP_PACE,ORTG_DIFF,DRTG_DIFF,PACE_DIFF,WON
Dallas Mavericks,LA Clippers,2020-21,114.6,112.3,97.94,116.7,110.6,97.63,-2.1000000000000085,1.7000000000000028,0.3100000000000023,0
LA Clippers,Dallas Mavericks,2020-21,116.7,110.6,97.63,114.6,112.3,97.94,2.1000000000000085,-1.7000000000000028,-0.3100000000000023,1
Brooklyn Nets,Boston Celtics,2020-21,117.3,113.1,100.27,113.1,111.8,98.94,4.200000000000003,1.2999999999999972,1.3299999999999983,0
New York Knicks,Atlanta Hawks,2020-21,110.2,107.8,96.32,114.3,112.1,98.68,-4.099999999999994,-4.299999999999997,-2.3600000000000136,0
Denver Nuggets,Portland Trail Blazers,2020-21,116.3,111.5,97.74,117.1,115.3,98.97,-0.7999999999999972,-3.799999999999997,-1.230000000000004,0
Miami Heat,Milwaukee Bucks,2020-21,110.6,110.7,97.09,116.5,110.7,102.85,-5.900000000000006,0.0,-5.759999999999991,0
Milwaukee Bucks,Miami Heat,2020-21,116.5,110.7,102.85,110.6,110.7,97.09,5.900000000000006,0.0,5.759999999999991,1
Philadelphia 76ers,Washington Wizards,2020-21,112.5,107.0,100.12,110.7,112.3,104.67,1.7999999999999972,-5.299999999999997,-4.549999999999997,1
Portland Trail Blazers,Denver Nuggets,2020-21,117.1,115.3,98.97,116.3,111.5,97.74,0.7999999999999972,3.799999999999997,1.230000000000004,1
Utah Jazz,Memphis Grizzlies,2020-21,116.5,107.5,99.37,111.7,110.5,100.77,4.799999999999997,-3.0,-1.3999999999999915,1
Memphis Grizzlies,Utah Jazz,2020-21,111.7,110.5,100.77,116.5,107.5,99.37,-4.799999999999997,3.0,1.3999999999999915,0
Washington Wizards,Philadelphia 76ers,2020-21,110.7,112.3,104.67,112.5,107.0,100.12,-1.7999999999999972,5.299999999999997,4.549999999999997,0
Atlanta Hawks,New York Knicks,2020-21,114.3,112.1,98.68,110.2,107.8,96.32,4.099999999999994,4.299999999999997,2.3600000000000136,1
Boston Celtics,Brooklyn Nets,2020-21,113.1,111.8,98.94,117.3,113.1,100.27,-4.200000000000003,-1.2999999999999972,-1.3299999999999983,0
Dallas Mavericks,LA Clippers,2020-21,114.6,112.3,97.94,116.7,110.6,97.63,-2.1000000000000085,1.7000000000000028,0.3100000000000023,0
LA Clippers,Dallas Mavericks,2020-21,116.7,110.6,97.63,114.6,112.3,97.94,2.1000000000000085,-1.7000000000000028,-0.3100000000000023,1
Los Angeles Lakers,Phoenix Suns,2020-21,109.8,106.8,98.85,116.3,110.4,98.0,-6.5,-3.6000000000000085,0.8499999999999943,0
Brooklyn Nets,Boston Celtics,2020-21,117.3,113.1,100.27,113.1,111.8,98.94,4.200000000000003,1.2999999999999972,1.3299999999999983,1
New York Knicks,Atlanta Hawks,2020-21,110.2,107.8,96.32,114.3,112.1,98.68,-4.099999999999994,-4.299999999999997,-2.3600000000000136,0
Phoenix Suns,Los Angeles Lakers,2020-21,116.3,110.4,98.0,109.8,106.8,98.85,6.5,3.6000000000000085,-0.8499999999999943,1
Philadelphia 76ers,Washington Wizards,2020-21,112.5,107.0,100.12,110.7,112.3,104.67,1.7999999999999972,-5.299999999999997,-4.549999999999997,0
Utah Jazz,Memphis Grizzlies,2020-21,116.5,107.5,99.37,111.7,110.5,100.77,4.799999999999997,-3.0,-1.3999999999999915,1
Memphis Grizzlies,Utah Jazz,2020-21,111.7,110.5,100.77,116.5,107.5,99.37,-4.799999999999997,3.0,1.3999999999999915,0
Washington Wizards,Philadelphia 76ers,2020-21,110.7,112.3,104.67,112.5,107.0,100.12,-1.7999999999999972,5.299999999999997,4.549999999999997,1
Boston Celtics,Brooklyn Nets,2020-21,113.1,111.8,98.94,117.3,113.1,100.27,-4.200000000000003,-1.2999999999999972,-1.3299999999999983,0
Denver Nuggets,Portland Trail Blazers,2020-21,116.3,111.5,97.74,117.1,115.3,98.97,-0.7999999999999972,-3.799999999999997,-1.230000000000004,1
Los Angeles Lakers,Phoenix Suns,2020-21,109.8,106.8,98.85,116.3,110.4,98.0,-6.5,-3.6000000000000085,0.8499999999999943,0
Brooklyn Nets,Boston Celtics,2020-21,117.3,113.1,100.27,113.1,111.8,98.94,4.200000000000003,1.2999999999999972,1.3299999999999983,1
Phoenix Suns,Los Angeles Lakers,2020-21,116.3,110.4,98.0,109.8,106.8,98.85,6.5,3.6000000000000085,-0.8499999999999943,1
Portland Trail Blazers,Denver Nuggets,2020-21,117.1,115.3,98.97,116.3,111.5,97.74,0.7999999999999972,3.799999999999997,1.230000000000004,0
Atlanta Hawks,New York Knicks,2020-21,114.3,112.1,98.68,110.2,107.8,96.32,4.099999999999994,4.299999999999997,2.3600000000000136,1
Dallas Mavericks,LA Clippers,2020-21,114.6,112.3,97.94,116.7,110.6,97.63,-2.1000000000000085,1.7000000000000028,0.3100000000000023,1
LA Clippers,Dallas Mavericks,2020-21,116.7,110.6,97.63,114.6,112.3,97.94,2.1000000000000085,-1.7000000000000028,-0.3100000000000023,0
New York Knicks,Atlanta Hawks,2020-21,110.2,107.8,96.32,114.3,112.1,98.68,-4.099999999999994,-4.299999999999997,-2.3600000000000136,0
Philadelphia 76ers,Washington Wizards,2020-21,112.5,107.0,100.12,110.7,112.3,104.67,1.7999999999999972,-5.299999999999997,-4.549999999999997,1
Utah Jazz,Memphis Grizzlies,2020-21,116.5,107.5,99.37,111.7,110.5,100.77,4.799999999999997,-3.0,-1.3999999999999915,1
Memphis Grizzlies,Utah Jazz,2020-21,111.7,110.5,100.77,116.5,107.5,99.37,-4.799999999999997,3.0,1.3999999999999915,0
Washington Wizards,Philadelphia 76ers,2020-21,110.7,112.3,104.67,112.5,107.0,100.12,-1.7999999999999972,5.299999999999997,4.549999999999997,0
Denver Nuggets,Portland Trail Blazers,2020-21,116.3,111.5,97.74,117.1,115.3,98.97,-0.7999999999999972,-3.799999999999997,-1.230000000000004,1
Los Angeles Lakers,Phoenix Suns,2020-21,109.8,106.8,98.85,116.3,110.4,98.0,-6.5,-3.6000000000000085,0.8499999999999943,0
Phoenix Suns,Los Angeles Lakers,2020-21,116.3,110.4,98.0,109.8,106.8,98.85,6.5,3.6000000000000085,-0.8499999999999943,1
Portland Trail Blazers,Denver Nuggets,2020-21,117.1,115.3,98.97,116.3,111.5,97.74,0.7999999999999972,3.799999999999997,1.230000000000004,0
Dallas Mavericks,LA Clippers,2020-21,114.6,112.3,97.94,116.7,110.6,97.63,-2.1000000000000085,1.7000000000000028,0.3100000000000023,0
LA Clippers,Dallas Mavericks,2020-21,116.7,110.6,97.63,114.6,112.3,97.94,2.1000000000000085,-1.7000000000000028,-0.3100000000000023,1
Milwaukee Bucks,Brooklyn Nets,2020-21,116.5,110.7,102.85,117.3,113.1,100.27,-0.7999999999999972,-2.3999999999999915,2.5799999999999983,0
Brooklyn Nets,Milwaukee Bucks,2020-21,117.3,113.1,100.27,116.5,110.7,102.85,0.7999999999999972,2.3999999999999915,-2.5799999999999983,1
Atlanta Hawks,Philadelphia 76ers,2020-21,114.3,112.1,98.68,112.5,107.0,100.12,1.7999999999999972,5.099999999999994,-1.4399999999999977,1
Dallas Mavericks,LA Clippers,2020-21,114.6,112.3,97.94,116.7,110.6,97.63,-2.1000000000000085,1.7000000000000028,0.3100000000000023,0
LA Clippers,Dallas Mavericks,2020-21,116.7,110.6,97.63,114.6,112.3,97.94,2.1000000000000085,-1.7000000000000028,-0.3100000000000023,1
Philadelphia 76ers,Atlanta Hawks,2020-21,112.5,107.0,100.12,114.3,112.1,98.68,-1.7999999999999972,-5.099999999999994,1.4399999999999977,0
Denver Nuggets,Phoenix Suns,2020-21,116.3,111.5,97.74,116.3,110.4,98.0,0.0,1.0999999999999943,-0.2600000000000051,0
Milwaukee Bucks,Brooklyn Nets,2020-21,116.5,110.7,102.85,117.3,113.1,100.27,-0.7999999999999972,-2.3999999999999915,2.5799999999999983,0
Brooklyn Nets,Milwaukee Bucks,2020-21,117.3,113.1,100.27,116.5,110.7,102.85,0.7999999999999972,2.3999999999999915,-2.5799999999999983,1
Phoenix Suns,Denver Nuggets,2020-21,116.3,110.4,98.0,116.3,111.5,97.74,0.0,-1.0999999999999943,0.2600000000000051,1
Atlanta Hawks,Philadelphia 76ers,2020-21,114.3,112.1,98.68,112.5,107.0,100.12,1.7999999999999972,5.099999999999994,-1.4399999999999977,0
LA Clippers,Utah Jazz,2020-21,116.7,110.6,97.63,116.5,107.5,99.37,0.20000000000000284,3.0999999999999943,-1.740000000000009,0
Philadelphia 76ers,Atlanta Hawks,2020-21,112.5,107.0,100.12,114.3,112.1,98.68,-1.7999999999999972,-5.099999999999994,1.4399999999999977,1
Utah Jazz,LA Clippers,2020-21,116.5,107.5,99.37,116.7,110.6,97.63,-0.20000000000000284,-3.0999999999999943,1.740000000000009,1
Denver Nuggets,Phoenix Suns,2020-21,116.3,111.5,97.74,116.3,110.4,98.0,0.0,1.0999999999999943,-0.2600000000000051,0
Phoenix Suns,Denver Nuggets,2020-21,116.3,110.4,98.0,116.3,111.5,97.74,0.0,-1.0999999999999943,0.2600000000000051,1
LA Clippers,Utah Jazz,2020-21,116.7,110.6,97.63,116.5,107.5,99.37,0.20000000000000284,3.0999999999999943,-1.740000000000009,0
Milwaukee Bucks,Brooklyn Nets,2020-21,116.5,110.7,102.85,117.3,113.1,100.27,-0.7999999999999972,-2.3999999999999915,2.5799999999999983,1
Brooklyn Nets,Milwaukee Bucks,2020-21,117.3,113.1,100.27,116.5,110.7,102.85,0.7999999999999972,2.3999999999999915,-2.5799999999999983,0
Utah Jazz,LA Clippers,2020-21,116.5,107.5,99.37,116.7,110.6,97.63,-0.20000000000000284,-3.0999999999999943,1.740000000000009,1
Atlanta Hawks,Philadelphia 76ers,2020-21,114.3,112.1,98.68,112.5,107.0,100.12,1.7999999999999972,5.099999999999994,-1.4399999999999977,0
Denver Nuggets,Phoenix Suns,2020-21,116.3,111.5,97.74,116.3,110.4,98.0,0.0,1.0999999999999943,-0.2600000000000051,0
Philadelphia 76ers,Atlanta Hawks,2020-21,112.5,107.0,100.12,114.3,112.1,98.68,-1.7999999999999972,-5.099999999999994,1.4399999999999977,1
Phoenix Suns,Denver Nuggets,2020-21,116.3,110.4,98.0,116.3,111.5,97.74,0.0,-1.0999999999999943,0.2600000000000051,1
LA Clippers,Utah Jazz,2020-21,116.7,110.6,97.63,116.5,107.5,99.37,0.20000000000000284,3.0999999999999943,-1.740000000000009,1
Utah Jazz,LA Clippers,2020-21,116.5,107.5,99.37,116.7,110.6,97.63,-0.20000000000000284,-3.0999999999999943,1.740000000000009,0
Denver Nuggets,Phoenix Suns,2020-21,116.3,111.5,97.74,116.3,110.4,98.0,0.0,1.0999999999999943,-0.2600000000000051,0
Milwaukee Bucks,Brooklyn Nets,2020-21,116.5,110.7,102.85,117.3,113.1,100.27,-0.7999999999999972,-2.3999999999999915,2.5799999999999983,1
Brooklyn Nets,Milwaukee Bucks,2020-21,117.3,113.1,100.27,116.5,110.7,102.85,0.7999999999999972,2.3999999999999915,-2.5799999999999983,0
Phoenix Suns,Denver Nuggets,2020-21,116.3,110.4,98.0,116.3,111.5,97.74,0.0,-1.0999999999999943,0.2600000000000051,1
Atlanta Hawks,Philadelphia 76ers,2020-21,114.3,112.1,98.68,112.5,107.0,100.12,1.7999999999999972,5.099999999999994,-1.4399999999999977,1
LA Clippers,Utah Jazz,2020-21,116.7,110.6,97.63,116.5,107.5,99.37,0.20000000000000284,3.0999999999999943,-1.740000000000009,1
Philadelphia 76ers,Atlanta Hawks,2020-21,112.5,107.0,100.12,114.3,112.1,98.68,-1.7999999999999972,-5.099999999999994,1.4399999999999977,0
Utah Jazz,LA Clippers,2020-21,116.5,107.5,99.37,116.7,110.6,97.63,-0.20000000000000284,-3.0999999999999943,1.740000000000009,0
Milwaukee Bucks,Brooklyn Nets,2020-21,116.5,110.7,102.85,117.3,113.1,100.27,-0.7999999999999972,-2.3999999999999915,2.5799999999999983,0
Brooklyn Nets,Milwaukee Bucks,2020-21,117.3,113.1,100.27,116.5,110.7,102.85,0.7999999999999972,2.3999999999999915,-2.5799999999999983,1
Atlanta Hawks,Philadelphia 76ers,2020-21,114.3,112.1,98.68,112.5,107.0,100.12,1.7999999999999972,5.099999999999994,-1.4399999999999977,1
LA Clippers,Utah Jazz,2020-21,116.7,110.6,97.63,116.5,107.5,99.37,0.20000000000000284,3.0999999999999943,-1.740000000000009,1
Philadelphia 76ers,Atlanta Hawks,2020-21,112.5,107.0,100.12,114.3,112.1,98.68,-1.7999999999999972,-5.099999999999994,1.4399999999999977,0
Utah Jazz,LA Clippers,2020-21,116.5,107.5,99.37,116.7,110.6,97.63,-0.20000000000000284,-3.0999999999999943,1.740000000000009,0
Milwaukee Bucks,Brooklyn Nets,2020-21,116.5,110.7,102.85,117.3,113.1,100.27,-0.7999999999999972,-2.3999999999999915,2.5799999999999983,1
Brooklyn Nets,Milwaukee Bucks,2020-21,117.3,113.1,100.27,116.5,110.7,102.85,0.7999999999999972,2.3999999999999915,-2.5799999999999983,0
Atlanta Hawks,Philadelphia 76ers,2020-21,114.3,112.1,98.68,112.5,107.0,100.12,1.7999999999999972,5.099999999999994,-1.4399999999999977,0
LA Clippers,Utah Jazz,2020-21,116.7,110.6,97.63,116.5,107.5,99.37,0.20000000000000284,3.0999999999999943,-1.740000000000009,1
Philadelphia 76ers,Atlanta Hawks,2020-21,112.5,107.0,100.12,114.3,112.1,98.68,-1.7999999999999972,-5.099999999999994,1.4399999999999977,1
Utah Jazz,LA Clippers,2020-21,116.5,107.5,99.37,116.7,110.6,97.63,-0.20000000000000284,-3.0999999999999943,1.740000000000009,0
Milwaukee Bucks,Brooklyn Nets,2020-21,116.5,110.7,102.85,117.3,113.1,100.27,-0.7999999999999972,-2.3999999999999915,2.5799999999999983,1
Brooklyn Nets,Milwaukee Bucks,2020-21,117.3,113.1,100.27,116.5,110.7,102.85,0.7999999999999972,2.3999999999999915,-2.5799999999999983,0
Atlanta Hawks,Philadelphia 76ers,2020-21,114.3,112.1,98.68,112.5,107.0,100.12,1.7999999999999972,5.099999999999994,-1.4399999999999977,1
LA Clippers,Phoenix Suns,2020-21,116.7,110.6,97.63,116.3,110.4,98.0,0.4000000000000057,0.19999999999998863,-0.37000000000000455,0
Philadelphia 76ers,Atlanta Hawks,2020-21,112.5,107.0,100.12,114.3,112.1,98.68,-1.7999999999999972,-5.099999999999994,1.4399999999999977,0
Phoenix Suns,LA Clippers,2020-21,116.3,110.4,98.0,116.7,110.6,97.63,-0.4000000000000057,-0.19999999999998863,0.37000000000000455,1
LA Clippers,Phoenix Suns,2020-21,116.7,110.6,97.63,116.3,110.4,98.0,0.4000000000000057,0.19999999999998863,-0.37000000000000455,0
Phoenix Suns,LA Clippers,2020-21,116.3,110.4,98.0,116.7,110.6,97.63,-0.4000000000000057,-0.19999999999998863,0.37000000000000455,1
Atlanta Hawks,Milwaukee Bucks,2020-21,114.3,112.1,98.68,116.5,110.7,102.85,-2.200000000000003,1.3999999999999915,-4.1699999999999875,1
Milwaukee Bucks,Atlanta Hawks,2020-21,116.5,110.7,102.85,114.3,112.1,98.68,2.200000000000003,-1.3999999999999915,4.1699999999999875,0
LA Clippers,Phoenix Suns,2020-21,116.7,110.6,97.63,116.3,110.4,98.0,0.4000000000000057,0.19999999999998863,-0.37000000000000455,1
Phoenix Suns,LA Clippers,2020-21,116.3,110.4,98.0,116.7,110.6,97.63,-0.4000000000000057,-0.19999999999998863,0.37000000000000455,0
Atlanta Hawks,Milwaukee Bucks,2020-21,114.3,112.1,98.68,116.5,110.7,102.85,-2.200000000000003,1.3999999999999915,-4.1699999999999875,0
Milwaukee Bucks,Atlanta Hawks,2020-21,116.5,110.7,102.85,114.3,112.1,98.68,2.200000000000003,-1.3999999999999915,4.1699999999999875,1
LA Clippers,Phoenix Suns,2020-21,116.7,110.6,97.63,116.3,110.4,98.0,0.4000000000000057,0.19999999999998863,-0.37000000000000455,0
Phoenix Suns,LA Clippers,2020-21,116.3,110.4,98.0,116.7,110.6,97.63,-0.4000000000000057,-0.19999999999998863,0.37000000000000455,1
Atlanta Hawks,Milwaukee Bucks,2020-21,114.3,112.1,98.68,116.5,110.7,102.85,-2.200000000000003,1.3999999999999915,-4.1699999999999875,0
Milwaukee Bucks,Atlanta Hawks,2020-21,116.5,110.7,102.85,114.3,112.1,98.68,2.200000000000003,-1.3999999999999915,4.1699999999999875,1
LA Clippers,Phoenix Suns,2020-21,116.7,110.6,97.63,116.3,110.4,98.0,0.4000000000000057,0.19999999999998863,-0.37000000000000455,1
Phoenix Suns,LA Clippers,2020-21,116.3,110.4,98.0,116.7,110.6,97.63,-0.4000000000000057,-0.19999999999998863,0.37000000000000455,0
Atlanta Hawks,Milwaukee Bucks,2020-21,114.3,112.1,98.68,116.5,110.7,102.85,-2.200000000000003,1.3999999999999915,-4.1699999999999875,1
Milwaukee Bucks,Atlanta Hawks,2020-21,116.5,110.7,102.85,114.3,112.1,98.68,2.200000000000003,-1.3999999999999915,4.1699999999999875,0
LA Clippers,Phoenix Suns,2020-21,116.7,110.6,97.63,116.3,110.4,98.0,0.4000000000000057,0.19999999999998863,-0.37000000000000455,0
Phoenix Suns,LA Clippers,2020-21,116.3,110.4,98.0,116.7,110.6,97.63,-0.4000000000000057,-0.19999999999998863,0.37000000000000455,1
Atlanta Hawks,Milwaukee Bucks,2020-21,114.3,112.1,98.68,116.5,110.7,102.85,-2.200000000000003,1.3999999999999915,-4.1699999999999875,0
Milwaukee Bucks,Atlanta Hawks,2020-21,116.5,110.7,102.85,114.3,112.1,98.68,2.200000000000003,-1.3999999999999915,4.1699999999999875,1
Atlanta Hawks,Milwaukee Bucks,2020-21,114.3,112.1,98.68,116.5,110.7,102.85,-2.200000000000003,1.3999999999999915,-4.1699999999999875,0
Milwaukee Bucks,Atlanta Hawks,2020-21,116.5,110.7,102.85,114.3,112.1,98.68,2.200000000000003,-1.3999999999999915,4.1699999999999875,1
Milwaukee Bucks,Phoenix Suns,2020-21,116.5,110.7,102.85,116.3,110.4,98.0,0.20000000000000284,0.29999999999999716,4.849999999999994,0
Phoenix Suns,Milwaukee Bucks,2020-21,116.3,110.4,98.0,116.5,110.7,102.85,-0.20000000000000284,-0.29999999999999716,-4.849999999999994,1
Milwaukee Bucks,Phoenix Suns,2020-21,116.5,110.7,102.85,116.3,110.4,98.0,0.20000000000000284,0.29999999999999716,4.849999999999994,0
Phoenix Suns,Milwaukee Bucks,2020-21,116.3,110.4,98.0,116.5,110.7,102.85,-0.20000000000000284,-0.29999999999999716,-4.849999999999994,1
Milwaukee Bucks,Phoenix Suns,2020-21,116.5,110.7,102.85,116.3,110.4,98.0,0.20000000000000284,0.29999999999999716,4.849999999999994,1
Phoenix Suns,Milwaukee Bucks,2020-21,116.3,110.4,98.0,116.5,110.7,102.85,-0.20000000000000284,-0.29999999999999716,-4.849999999999994,0
Milwaukee Bucks,Phoenix Suns,2020-21,116.5,110.7,102.85,116.3,110.4,98.0,0.20000000000000284,0.29999999999999716,4.849999999999994,1
Phoenix Suns,Milwaukee Bucks,2020-21,116.3,110.4,98.0,116.5,110.7,102.85,-0.20000000000000284,-0.29999999999999716,-4.849999999999994,0
Milwaukee Bucks,Phoenix Suns,2020-21,116.5,110.7,102.85,116.3,110.4,98.0,0.20000000000000284,0.29999999999999716,4.849999999999994,1
Phoenix Suns,Milwaukee Bucks,2020-21,116.3,110.4,98.0,116.5,110.7,102.85,-0.20000000000000284,-0.29999999999999716,-4.849999999999994,0
Milwaukee Bucks,Phoenix Suns,2020-21,116.5,110.7,102.85,116.3,110.4,98.0,0.20000000000000284,0.29999999999999716,4.849999999999994,1
Phoenix Suns,Milwaukee Bucks,2020-21,116.3,110.4,98.0,116.5,110.7,102.85,-0.20000000000000284,-0.29999999999999716,-4.849999999999994,0
Dallas Mavericks,Utah Jazz,2021-22,112.5,109.1,95.64,116.2,110.0,97.5,-3.700000000000003,-0.9000000000000057,-1.8599999999999994,0
Denver Nuggets,Golden State Warriors,2021-22,113.8,111.5,98.41,112.1,106.6,98.74,1.7000000000000028,4.900000000000006,-0.3299999999999983,0
Golden State Warriors,Denver Nuggets,2021-22,112.1,106.6,98.74,113.8,111.5,98.41,-1.7000000000000028,-4.900000000000006,0.3299999999999983,1
Minnesota Timberwolves,Memphis Grizzlies,2021-22,113.8,111.0,101.47,114.3,108.9,100.52,-0.5,2.0999999999999943,0.9500000000000028,1
Philadelphia 76ers,Toronto Raptors,2021-22,113.0,110.2,96.71,112.1,109.9,96.63,0.9000000000000057,0.29999999999999716,0.0799999999999983,1
Toronto Raptors,Philadelphia 76ers,2021-22,112.1,109.9,96.63,113.0,110.2,96.71,-0.9000000000000057,-0.29999999999999716,-0.0799999999999983,0
Utah Jazz,Dallas Mavericks,2021-22,116.2,110.0,97.5,112.5,109.1,95.64,3.700000000000003,0.9000000000000057,1.8599999999999994,1
Memphis Grizzlies,Minnesota Timberwolves,2021-22,114.3,108.9,100.52,113.8,111.0,101.47,0.5,-2.0999999999999943,-0.9500000000000028,0
Atlanta Hawks,Miami Heat,2021-22,115.4,113.7,98.67,113.0,108.4,96.53,2.4000000000000057,5.299999999999997,2.1400000000000006,0
Boston Celtics,Brooklyn Nets,2021-22,113.6,106.2,97.26,113.2,112.3,99.4,0.3999999999999915,-6.099999999999994,-2.1400000000000006,1
New Orleans Pelicans,Phoenix Suns,2021-22,111.2,112.0,98.02,114.2,106.8,100.26,-3.0,5.200000000000003,-2.240000000000009,0
Chicago Bulls,Milwaukee Bucks,2021-22,112.7,113.2,98.76,114.3,111.1,100.59,-1.5999999999999943,2.1000000000000085,-1.8299999999999983,0
Miami Heat,Atlanta Hawks,2021-22,113.0,108.4,96.53,115.4,113.7,98.67,-2.4000000000000057,-5.299999999999997,-2.1400000000000006,1
Milwaukee Bucks,Chicago Bulls,2021-22,114.3,111.1,100.59,112.7,113.2,98.76,1.5999999999999943,-2.1000000000000085,1.8299999999999983,1
Brooklyn Nets,Boston Celtics,2021-22,113.2,112.3,99.4,113.6,106.2,97.26,-0.3999999999999915,6.099999999999994,2.1400000000000006,0
Phoenix Suns,New Orleans Pelicans,2021-22,114.2,106.8,100.26,111.2,112.0,98.02,3.0,-5.200000000000003,2.240000000000009,1
Dallas Mavericks,Utah Jazz,2021-22,112.5,109.1,95.64,116.2,110.0,97.5,-3.700000000000003,-0.9000000000000057,-1.8599999999999994,1
Denver Nuggets,Golden State Warriors,2021-22,113.8,111.5,98.41,112.1,106.6,98.74,1.7000000000000028,4.900000000000006,-0.3299999999999983,0
Golden State Warriors,Denver Nuggets,2021-22,112.1,106.6,98.74,113.8,111.5,98.41,-1.7000000000000028,-4.900000000000006,0.3299999999999983,1
Philadelphia 76ers,Toronto Raptors,2021-22,113.0,110.2,96.71,112.1,109.9,96.63,0.9000000000000057,0.29999999999999716,0.0799999999999983,1
Toronto Raptors,Philadelphia 76ers,2021-22,112.1,109.9,96.63,113.0,110.2,96.71,-0.9000000000000057,-0.29999999999999716,-0.0799999999999983,0
Utah Jazz,Dallas Mavericks,2021-22,116.2,110.0,97.5,112.5,109.1,95.64,3.700000000000003,0.9000000000000057,1.8599999999999994,0
Atlanta Hawks,Miami Heat,2021-22,115.4,113.7,98.67,113.0,108.4,96.53,2.4000000000000057,5.299999999999997,2.1400000000000006,0
New Orleans Pelicans,Phoenix Suns,2021-22,111.2,112.0,98.02,114.2,106.8,100.26,-3.0,5.200000000000003,-2.240000000000009,1
Miami Heat,Atlanta Hawks,2021-22,113.0,108.4,96.53,115.4,113.7,98.67,-2.4000000000000057,-5.299999999999997,-2.1400000000000006,1
Minnesota Timberwolves,Memphis Grizzlies,2021-22,113.8,111.0,101.47,114.3,108.9,100.52,-0.5,2.0999999999999943,0.9500000000000028,0
Phoenix Suns,New Orleans Pelicans,2021-22,114.2,106.8,100.26,111.2,112.0,98.02,3.0,-5.200000000000003,2.240000000000009,0
Memphis Grizzlies,Minnesota Timberwolves,2021-22,114.3,108.9,100.52,113.8,111.0,101.47,0.5,-2.0999999999999943,-0.9500000000000028,1
Boston Celtics,Brooklyn Nets,2021-22,113.6,106.2,97.26,113.2,112.3,99.4,0.3999999999999915,-6.099999999999994,-2.1400000000000006,1
Chicago Bulls,Milwaukee Bucks,2021-22,112.7,113.2,98.76,114.3,111.1,100.59,-1.5999999999999943,2.1000000000000085,-1.8299999999999983,1
Milwaukee Bucks,Chicago Bulls,2021-22,114.3,111.1,100.59,112.7,113.2,98.76,1.5999999999999943,-2.1000000000000085,1.8299999999999983,0
Brooklyn Nets,Boston Celtics,2021-22,113.2,112.3,99.4,113.6,106.2,97.26,-0.3999999999999915,6.099999999999994,2.1400000000000006,0
Philadelphia 76ers,Toronto Raptors,2021-22,113.0,110.2,96.71,112.1,109.9,96.63,0.9000000000000057,0.29999999999999716,0.0799999999999983,1
Toronto Raptors,Philadelphia 76ers,2021-22,112.1,109.9,96.63,113.0,110.2,96.71,-0.9000000000000057,-0.29999999999999716,-0.0799999999999983,0
Dallas Mavericks,Utah Jazz,2021-22,112.5,109.1,95.64,116.2,110.0,97.5,-3.700000000000003,-0.9000000000000057,-1.8599999999999994,1
Denver Nuggets,Golden State Warriors,2021-22,113.8,111.5,98.41,112.1,106.6,98.74,1.7000000000000028,4.900000000000006,-0.3299999999999983,0
Golden State Warriors,Denver Nuggets,2021-22,112.1,106.6,98.74,113.8,111.5,98.41,-1.7000000000000028,-4.900000000000006,0.3299999999999983,1
Minnesota Timberwolves,Memphis Grizzlies,2021-22,113.8,111.0,101.47,114.3,108.9,100.52,-0.5,2.0999999999999943,0.9500000000000028,0
Utah Jazz,Dallas Mavericks,2021-22,116.2,110.0,97.5,112.5,109.1,95.64,3.700000000000003,0.9000000000000057,1.8599999999999994,0
Memphis Grizzlies,Minnesota Timberwolves,2021-22,114.3,108.9,100.52,113.8,111.0,101.47,0.5,-2.0999999999999943,-0.9500000000000028,1
Atlanta Hawks,Miami Heat,2021-22,115.4,113.7,98.67,113.0,108.4,96.53,2.4000000000000057,5.299999999999997,2.1400000000000006,1
New Orleans Pelicans,Phoenix Suns,2021-22,111.2,112.0,98.02,114.2,106.8,100.26,-3.0,5.200000000000003,-2.240000000000009,0
Chicago Bulls,Milwaukee Bucks,2021-22,112.7,113.2,98.76,114.3,111.1,100.59,-1.5999999999999943,2.1000000000000085,-1.8299999999999983,0
Miami Heat,Atlanta Hawks,2021-22,113.0,108.4,96.53,115.4,113.7,98.67,-2.4000000000000057,-5.299999999999997,-2.1400000000000006,0
Milwaukee Bucks,Chicago Bulls,2021-22,114.3,111.1,100.59,112.7,113.2,98.76,1.5999999999999943,-2.1000000000000085,1.8299999999999983,1
Phoenix Suns,New Orleans Pelicans,2021-22,114.2,106.8,100.26,111.2,112.0,98.02,3.0,-5.200000000000003,2.240000000000009,1
Boston Celtics,Brooklyn Nets,2021-22,113.6,106.2,97.26,113.2,112.3,99.4,0.3999999999999915,-6.099999999999994,-2.1400000000000006,1
Dallas Mavericks,Utah Jazz,2021-22,112.5,109.1,95.64,116.2,110.0,97.5,-3.700000000000003,-0.9000000000000057,-1.8599999999999994,0
Minnesota Timberwolves,Memphis Grizzlies,2021-22,113.8,111.0,101.47,114.3,108.9,100.52,-0.5,2.0999999999999943,0.9500000000000028,1
Brooklyn Nets,Boston Celtics,2021-22,113.2,112.3,99.4,113.6,106.2,97.26,-0.3999999999999915,6.099999999999994,2.1400000000000006,0
