TEAM_NAME,OPP_TEAM_NAME,SEASON,TEAM_OFF_RATING,TEAM_DEF_RATING,TEAM_PACE,OPP_OFF_RATING,OPP_DEF_RATING,OPP_PACE,ORTG_DIFF,DRTG_DIFF,PACE_DIFF,WON
Cleveland Cavaliers,Boston Celtics,2023-24,114.7,112.1,97.62,122.2,110.6,97.98,-7.5,1.5,-0.35999999999999943,0
Dallas Mavericks,Oklahoma City Thunder,2023-24,117.0,114.9,100.6,118.3,111.0,100.85,-1.2999999999999972,3.9000000000000057,-0.25,1
Oklahoma City Thunder,Dallas Mavericks,2023-24,118.3,111.0,100.85,117.0,114.9,100.6,1.2999999999999972,-3.9000000000000057,0.25,0
Denver Nuggets,Minnesota Timberwolves,2023-24,117.8,112.3,97.43,114.6,108.4,97.79,3.200000000000003,3.8999999999999915,-0.35999999999999943,0
Minnesota Timberwolves,Denver Nuggets,2023-24,114.6,108.4,97.79,117.8,112.3,97.43,-3.200000000000003,-3.8999999999999915,0.35999999999999943,1
New York Knicks,Indiana Pacers,2023-24,117.3,112.4,95.96,120.5,117.6,102.16,-3.200000000000003,-5.199999999999989,-6.200000000000003,0
Indiana Pacers,New York Knicks,2023-24,120.5,117.6,102.16,117.3,112.4,95.96,3.200000000000003,5.199999999999989,6.200000000000003,1
Dallas Mavericks,Oklahoma City Thunder,2023-24,117.0,114.9,100.6,118.3,111.0,100.85,-1.2999999999999972,3.9000000000000057,-0.25,1
Oklahoma City Thunder,Dallas Mavericks,2023-24,118.3,111.0,100.85,117.0,114.9,100.6,1.2999999999999972,-3.9000000000000057,0.25,0
Denver Nuggets,Minnesota Timberwolves,2023-24,117.8,112.3,97.43,114.6,108.4,97.79,3.200000000000003,3.8999999999999915,-0.35999999999999943,0
Minnesota Timberwolves,Denver Nuggets,2023-24,114.6,108.4,97.79,117.8,112.3,97.43,-3.200000000000003,-3.8999999999999915,0.35999999999999943,1
New York Knicks,Indiana Pacers,2023-24,117.3,112.4,95.96,120.5,117.6,102.16,-3.200000000000003,-5.199999999999989,-6.200000000000003,0
Indiana Pacers,New York Knicks,2023-24,120.5,117.6,102.16,117.3,112.4,95.96,3.200000000000003,5.199999999999989,6.200000000000003,1
Boston Celtics,Indiana Pacers,2023-24,122.2,110.6,97.98,120.5,117.6,102.16,1.7000000000000028,-7.0,-4.179999999999993,1
Indiana Pacers,Boston Celtics,2023-24,120.5,117.6,102.16,122.2,110.6,97.98,-1.7000000000000028,7.0,4.179999999999993,0
Dallas Mavericks,Minnesota Timberwolves,2023-24,117.0,114.9,100.6,114.6,108.4,97.79,2.4000000000000057,6.5,2.809999999999988,1
Minnesota Timberwolves,Dallas Mavericks,2023-24,114.6,108.4,97.79,117.0,114.9,100.6,-2.4000000000000057,-6.5,-2.809999999999988,0
Boston Celtics,Indiana Pacers,2023-24,122.2,110.6,97.98,120.5,117.6,102.16,1.7000000000000028,-7.0,-4.179999999999993,1
Indiana Pacers,Boston Celtics,2023-24,120.5,117.6,102.16,122.2,110.6,97.98,-1.7000000000000028,7.0,4.179999999999993,0
Dallas Mavericks,Minnesota Timberwolves,2023-24,117.0,114.9,100.6,114.6,108.4,97.79,2.4000000000000057,6.5,2.809999999999988,1
Minnesota Timberwolves,Dallas Mavericks,2023-24,114.6,108.4,97.79,117.0,114.9,100.6,-2.4000000000000057,-6.5,-2.809999999999988,0
Boston Celtics,Indiana Pacers,2023-24,122.2,110.6,97.98,120.5,117.6,102.16,1.7000000000000028,-7.0,-4.179999999999993,1
Indiana Pacers,Boston Celtics,2023-24,120.5,117.6,102.16,122.2,110.6,97.98,-1.7000000000000028,7.0,4.179999999999993,0
Dallas Mavericks,Minnesota Timberwolves,2023-24,117.0,114.9,100.6,114.6,108.4,97.79,2.4000000000000057,6.5,2.809999999999988,1
Minnesota Timberwolves,Dallas Mavericks,2023-24,114.6,108.4,97.79,117.0,114.9,100.6,-2.4000000000000057,-6.5,-2.809999999999988,0
Boston Celtics,Indiana Pacers,2023-24,122.2,110.6,97.98,120.5,117.6,102.16,1.7000000000000028,-7.0,-4.179999999999993,1
Indiana Pacers,Boston Celtics,2023-24,120.5,117.6,102.16,122.2,110.6,97.98,-1.7000000000000028,7.0,4.179999999999993,0
Dallas Mavericks,Minnesota Timberwolves,2023-24,117.0,114.9,100.6,114.6,108.4,97.79,2.4000000000000057,6.5,2.809999999999988,0
Minnesota Timberwolves,Dallas Mavericks,2023-24,114.6,108.4,97.79,117.0,114.9,100.6,-2.4000000000000057,-6.5,-2.809999999999988,1
Dallas Mavericks,Minnesota Timberwolves,2023-24,117.0,114.9,100.6,114.6,108.4,97.79,2.4000000000000057,6.5,2.809999999999988,1
Minnesota Timberwolves,Dallas Mavericks,2023-24,114.6,108.4,97.79,117.0,114.9,100.6,-2.4000000000000057,-6.5,-2.809999999999988,0
Boston Celtics,Dallas Mavericks,2023-24,122.2,110.6,97.98,117.0,114.9,100.6,5.200000000000003,-4.300000000000011,-2.6199999999999903,1
Dallas Mavericks,Boston Celtics,2023-24,117.0,114.9,100.6,122.2,110.6,97.98,-5.200000000000003,4.300000000000011,2.6199999999999903,0
Boston Celtics,Dallas Mavericks,2023-24,122.2,110.6,97.98,117.0,114.9,100.6,5.200000000000003,-4.300000000000011,-2.6199999999999903,1
Dallas Mavericks,Boston Celtics,2023-24,117.0,114.9,100.6,122.2,110.6,97.98,-5.200000000000003,4.300000000000011,2.6199999999999903,0
Boston Celtics,Dallas Mavericks,2023-24,122.2,110.6,97.98,117.0,114.9,100.6,5.200000000000003,-4.300000000000011,-2.6199999999999903,1
Dallas Mavericks,Boston Celtics,2023-24,117.0,114.9,100.6,122.2,110.6,97.98,-5.200000000000003,4.300000000000011,2.6199999999999903,0
Boston Celtics,Dallas Mavericks,2023-24,122.2,110.6,97.98,117.0,114.9,100.6,5.200000000000003,-4.300000000000011,-2.6199999999999903,0
Dallas Mavericks,Boston Celtics,2023-24,117.0,114.9,100.6,122.2,110.6,97.98,-5.200000000000003,4.300000000000011,2.6199999999999903,1
Boston Celtics,Dallas Mavericks,2023-24,122.2,110.6,97.98,117.0,114.9,100.6,5.200000000000003,-4.300000000000011,-2.6199999999999903,1
Dallas Mavericks,Boston Celtics,2023-24,117.0,114.9,100.6,122.2,110.6,97.98,-5.200000000000003,4.300000000000011,2.6199999999999903,0
Denver Nuggets,LA Clippers,2024-25,118.9,115.1,100.67,114.3,109.4,98.24,4.6000000000000085,5.699999999999989,2.430000000000007,1
LA Clippers,Denver Nuggets,2024-25,114.3,109.4,98.24,118.9,115.1,100.67,-4.6000000000000085,-5.699999999999989,-2.430000000000007,0
Los Angeles Lakers,Minnesota Timberwolves,2024-25,115.0,113.8,98.34,115.7,110.8,97.95,-0.7000000000000028,3.0,0.39000000000000057,0
Milwaukee Bucks,Indiana Pacers,2024-25,115.1,112.7,99.92,115.4,113.3,100.76,-0.30000000000001137,-0.5999999999999943,-0.8400000000000034,0
Minnesota Timberwolves,Los Angeles Lakers,2024-25,115.7,110.8,97.95,115.0,113.8,98.34,0.7000000000000028,-3.0,-0.39000000000000057,1
New York Knicks,Detroit Pistons,2024-25,117.3,113.3,97.64,114.6,112.5,100.27,2.700000000000003,0.7999999999999972,-2.6299999999999955,1
Indiana Pacers,Milwaukee Bucks,2024-25,115.4,113.3,100.76,115.1,112.7,99.92,0.30000000000001137,0.5999999999999943,0.8400000000000034,1
Detroit Pistons,New York Knicks,2024-25,114.6,112.5,100.27,117.3,113.3,97.64,-2.700000000000003,-0.7999999999999972,2.6299999999999955,0
Boston Celtics,Orlando Magic,2024-25,119.5,110.1,96.59,108.9,109.1,96.51,10.599999999999994,1.0,0.0799999999999983,1
Cleveland Cavaliers,Miami Heat,2024-25,121.0,111.8,100.31,112.4,112.0,97.08,8.599999999999994,-0.20000000000000284,3.230000000000004,1
Golden State Warriors,Houston Rockets,2024-25,114.2,111.0,99.37,114.9,110.3,99.03,-0.7000000000000028,0.7000000000000028,0.3400000000000034,1
Houston Rockets,Golden State Warriors,2024-25,114.9,110.3,99.03,114.2,111.0,99.37,0.7000000000000028,-0.7000000000000028,-0.3400000000000034,0
Miami Heat,Cleveland Cavaliers,2024-25,112.4,112.0,97.08,121.0,111.8,100.31,-8.599999999999994,0.20000000000000284,-3.230000000000004,0
Orlando Magic,Boston Celtics,2024-25,108.9,109.1,96.51,119.5,110.1,96.59,-10.599999999999994,-1.0,-0.0799999999999983,0
Oklahoma City Thunder,Memphis Grizzlies,2024-25,119.2,106.6,100.9,117.2,112.6,103.69,2.0,-6.0,-2.789999999999992,1
Memphis Grizzlies,Oklahoma City Thunder,2024-25,117.2,112.6,103.69,119.2,106.6,100.9,-2.0,6.0,2.789999999999992,0
Denver Nuggets,LA Clippers,2024-25,118.9,115.1,100.67,114.3,109.4,98.24,4.6000000000000085,5.699999999999989,2.430000000000007,0
LA Clippers,Denver Nuggets,2024-25,114.3,109.4,98.24,118.9,115.1,100.67,-4.6000000000000085,-5.699999999999989,-2.430000000000007,1
New York Knicks,Detroit Pistons,2024-25,117.3,113.3,97.64,114.6,112.5,100.27,2.700000000000003,0.7999999999999972,-2.6299999999999955,0
Detroit Pistons,New York Knicks,2024-25,114.6,112.5,100.27,117.3,113.3,97.64,-2.700000000000003,-0.7999999999999972,2.6299999999999955,1
Los Angeles Lakers,Minnesota Timberwolves,2024-25,115.0,113.8,98.34,115.7,110.8,97.95,-0.7000000000000028,3.0,0.39000000000000057,1
Milwaukee Bucks,Indiana Pacers,2024-25,115.1,112.7,99.92,115.4,113.3,100.76,-0.30000000000001137,-0.5999999999999943,-0.8400000000000034,0
Minnesota Timberwolves,Los Angeles Lakers,2024-25,115.7,110.8,97.95,115.0,113.8,98.34,0.7000000000000028,-3.0,-0.39000000000000057,0
Indiana Pacers,Milwaukee Bucks,2024-25,115.4,113.3,100.76,115.1,112.7,99.92,0.30000000000001137,0.5999999999999943,0.8400000000000034,1
Oklahoma City Thunder,Memphis Grizzlies,2024-25,119.2,106.6,100.9,117.2,112.6,103.69,2.0,-6.0,-2.789999999999992,1
Memphis Grizzlies,Oklahoma City Thunder,2024-25,117.2,112.6,103.69,119.2,106.6,100.9,-2.0,6.0,2.789999999999992,0
Boston Celtics,Orlando Magic,2024-25,119.5,110.1,96.59,108.9,109.1,96.51,10.599999999999994,1.0,0.0799999999999983,1
Cleveland Cavaliers,Miami Heat,2024-25,121.0,111.8,100.31,112.4,112.0,97.08,8.599999999999994,-0.20000000000000284,3.230000000000004,1
Golden State Warriors,Houston Rockets,2024-25,114.2,111.0,99.37,114.9,110.3,99.03,-0.7000000000000028,0.7000000000000028,0.3400000000000034,0
Houston Rockets,Golden State Warriors,2024-25,114.9,110.3,99.03,114.2,111.0,99.37,0.7000000000000028,-0.7000000000000028,-0.3400000000000034,1
Miami Heat,Cleveland Cavaliers,2024-25,112.4,112.0,97.08,121.0,111.8,100.31,-8.599999999999994,0.20000000000000284,-3.230000000000004,0
Orlando Magic,Boston Celtics,2024-25,108.9,109.1,96.51,119.5,110.1,96.59,-10.599999999999994,-1.0,-0.0799999999999983,0
Denver Nuggets,LA Clippers,2024-25,118.9,115.1,100.67,114.3,109.4,98.24,4.6000000000000085,5.699999999999989,2.430000000000007,0
LA Clippers,Denver Nuggets,2024-25,114.3,109.4,98.24,118.9,115.1,100.67,-4.6000000000000085,-5.699999999999989,-2.430000000000007,1
New York Knicks,Detroit Pistons,2024-25,117.3,113.3,97.64,114.6,112.5,100.27,2.700000000000003,0.7999999999999972,-2.6299999999999955,1
Oklahoma City Thunder,Memphis Grizzlies,2024-25,119.2,106.6,100.9,117.2,112.6,103.69,2.0,-6.0,-2.789999999999992,1
Memphis Grizzlies,Oklahoma City Thunder,2024-25,117.2,112.6,103.69,119.2,106.6,100.9,-2.0,6.0,2.789999999999992,0
Detroit Pistons,New York Knicks,2024-25,114.6,112.5,100.27,117.3,113.3,97.64,-2.700000000000003,-0.7999999999999972,2.6299999999999955,0
Boston Celtics,Orlando Magic,2024-25,119.5,110.1,96.59,108.9,109.1,96.51,10.599999999999994,1.0,0.0799999999999983,0
Los Angeles Lakers,Minnesota Timberwolves,2024-25,115.0,113.8,98.34,115.7,110.8,97.95,-0.7000000000000028,3.0,0.39000000000000057,0
Milwaukee Bucks,Indiana Pacers,2024-25,115.1,112.7,99.92,115.4,113.3,100.76,-0.30000000000001137,-0.5999999999999943,-0.8400000000000034,1
Minnesota Timberwolves,Los Angeles Lakers,2024-25,115.7,110.8,97.95,115.0,113.8,98.34,0.7000000000000028,-3.0,-0.39000000000000057,1
Orlando Magic,Boston Celtics,2024-25,108.9,109.1,96.51,119.5,110.1,96.59,-10.599999999999994,-1.0,-0.0799999999999983,1
Indiana Pacers,Milwaukee Bucks,2024-25,115.4,113.3,100.76,115.1,112.7,99.92,0.30000000000001137,0.5999999999999943,0.8400000000000034,0
Cleveland Cavaliers,Miami Heat,2024-25,121.0,111.8,100.31,112.4,112.0,97.08,8.599999999999994,-0.20000000000000284,3.230000000000004,1
Denver Nuggets,LA Clippers,2024-25,118.9,115.1,100.67,114.3,109.4,98.24,4.6000000000000085,5.699999999999989,2.430000000000007,1
Golden State Warriors,Houston Rockets,2024-25,114.2,111.0,99.37,114.9,110.3,99.03,-0.7000000000000028,0.7000000000000028,0.3400000000000034,1
Houston Rockets,Golden State Warriors,2024-25,114.9,110.3,99.03,114.2,111.0,99.37,0.7000000000000028,-0.7000000000000028,-0.3400000000000034,0
LA Clippers,Denver Nuggets,2024-25,114.3,109.4,98.24,118.9,115.1,100.67,-4.6000000000000085,-5.699999999999989,-2.430000000000007,0
Miami Heat,Cleveland Cavaliers,2024-25,112.4,112.0,97.08,121.0,111.8,100.31,-8.599999999999994,0.20000000000000284,-3.230000000000004,0
Oklahoma City Thunder,Memphis Grizzlies,2024-25,119.2,106.6,100.9,117.2,112.6,103.69,2.0,-6.0,-2.789999999999992,1
Memphis Grizzlies,Oklahoma City Thunder,2024-25,117.2,112.6,103.69,119.2,106.6,100.9,-2.0,6.0,2.789999999999992,0
Boston Celtics,Orlando Magic,2024-25,119.5,110.1,96.59,108.9,109.1,96.51,10.599999999999994,1.0,0.0799999999999983,1
Los Angeles Lakers,Minnesota Timberwolves,2024-25,115.0,113.8,98.34,115.7,110.8,97.95,-0.7000000000000028,3.0,0.39000000000000057,0
Milwaukee Bucks,Indiana Pacers,2024-25,115.1,112.7,99.92,115.4,113.3,100.76,-0.30000000000001137,-0.5999999999999943,-0.8400000000000034,0
Minnesota Timberwolves,Los Angeles Lakers,2024-25,115.7,110.8,97.95,115.0,113.8,98.34,0.7000000000000028,-3.0,-0.39000000000000057,1
New York Knicks,Detroit Pistons,2024-25,117.3,113.3,97.64,114.6,112.5,100.27,2.700000000000003,0.7999999999999972,-2.6299999999999955,1
Orlando Magic,Boston Celtics,2024-25,108.9,109.1,96.51,119.5,110.1,96.59,-10.599999999999994,-1.0,-0.0799999999999983,0
Indiana Pacers,Milwaukee Bucks,2024-25,115.4,113.3,100.76,115.1,112.7,99.92,0.30000000000001137,0.5999999999999943,0.8400000000000034,1
Detroit Pistons,New York Knicks,2024-25,114.6,112.5,100.27,117.3,113.3,97.64,-2.700000000000003,-0.7999999999999972,2.6299999999999955,0
Cleveland Cavaliers,Miami Heat,2024-25,121.0,111.8,100.31,112.4,112.0,97.08,8.599999999999994,-0.20000000000000284,3.230000000000004,1
Golden State Warriors,Houston Rockets,2024-25,114.2,111.0,99.37,114.9,110.3,99.03,-0.7000000000000028,0.7000000000000028,0.3400000000000034,1
Houston Rockets,Golden State Warriors,2024-25,114.9,110.3,99.03,114.2,111.0,99.37,0.7000000000000028,-0.7000000000000028,-0.3400000000000034,0
Miami Heat,Cleveland Cavaliers,2024-25,112.4,112.0,97.08,121.0,111.8,100.31,-8.599999999999994,0.20000000000000284,-3.230000000000004,0
Boston Celtics,Orlando Magic,2024-25,119.5,110.1,96.59,108.9,109.1,96.51,10.599999999999994,1.0,0.0799999999999983,1
Denver Nuggets,LA Clippers,2024-25,118.9,115.1,100.67,114.3,109.4,98.24,4.6000000000000085,5.699999999999989,2.430000000000007,1
LA Clippers,Denver Nuggets,2024-25,114.3,109.4,98.24,118.9,115.1,100.67,-4.6000000000000085,-5.699999999999989,-2.430000000000007,0
Milwaukee Bucks,Indiana Pacers,2024-25,115.1,112.7,99.92,115.4,113.3,100.76,-0.30000000000001137,-0.5999999999999943,-0.8400000000000034,0
New York Knicks,Detroit Pistons,2024-25,117.3,113.3,97.64,114.6,112.5,100.27,2.700000000000003,0.7999999999999972,-2.6299999999999955,0
Orlando Magic,Boston Celtics,2024-25,108.9,109.1,96.51,119.5,110.1,96.59,-10.599999999999994,-1.0,-0.0799999999999983,0
Indiana Pacers,Milwaukee Bucks,2024-25,115.4,113.3,100.76,115.1,112.7,99.92,0.30000000000001137,0.5999999999999943,0.8400000000000034,1
Detroit Pistons,New York Knicks,2024-25,114.6,112.5,100.27,117.3,113.3,97.64,-2.700000000000003,-0.7999999999999972,2.6299999999999955,1
Golden State Warriors,Houston Rockets,2024-25,114.2,111.0,99.37,114.9,110.3,99.03,-0.7000000000000028,0.7000000000000028,0.3400000000000034,0
Houston Rockets,Golden State Warriors,2024-25,114.9,110.3,99.03,114.2,111.0,99.37,0.7000000000000028,-0.7000000000000028,-0.3400000000000034,1
Los Angeles Lakers,Minnesota Timberwolves,2024-25,115.0,113.8,98.34,115.7,110.8,97.95,-0.7000000000000028,3.0,0.39000000000000057,0
Minnesota Timberwolves,Los Angeles Lakers,2024-25,115.7,110.8,97.95,115.0,113.8,98.34,0.7000000000000028,-3.0,-0.39000000000000057,1
Denver Nuggets,LA Clippers,2024-25,118.9,115.1,100.67,114.3,109.4,98.24,4.6000000000000085,5.699999999999989,2.430000000000007,0
LA Clippers,Denver Nuggets,2024-25,114.3,109.4,98.24,118.9,115.1,100.67,-4.6000000000000085,-5.699999999999989,-2.430000000000007,1
New York Knicks,Detroit Pistons,2024-25,117.3,113.3,97.64,114.6,112.5,100.27,2.700000000000003,0.7999999999999972,-2.6299999999999955,1
Detroit Pistons,New York Knicks,2024-25,114.6,112.5,100.27,117.3,113.3,97.64,-2.700000000000003,-0.7999999999999972,2.6299999999999955,0
Golden State Warriors,Houston Rockets,2024-25,114.2,111.0,99.37,114.9,110.3,99.03,-0.7000000000000028,0.7000000000000028,0.3400000000000034,0
Houston Rockets,Golden State Warriors,2024-25,114.9,110.3,99.03,114.2,111.0,99.37,0.7000000000000028,-0.7000000000000028,-0.3400000000000034,1
Denver Nuggets,LA Clippers,2024-25,118.9,115.1,100.67,114.3,109.4,98.24,4.6000000000000085,5.699999999999989,2.430000000000007,1
LA Clippers,Denver Nuggets,2024-25,114.3,109.4,98.24,118.9,115.1,100.67,-4.6000000000000085,-5.699999999999989,-2.430000000000007,0
Cleveland Cavaliers,Indiana Pacers,2024-25,121.0,111.8,100.31,115.4,113.3,100.76,5.599999999999994,-1.5,-0.45000000000000284,0
Golden State Warriors,Houston Rockets,2024-25,114.2,111.0,99.37,114.9,110.3,99.03,-0.7000000000000028,0.7000000000000028,0.3400000000000034,1
Houston Rockets,Golden State Warriors,2024-25,114.9,110.3,99.03,114.2,111.0,99.37,0.7000000000000028,-0.7000000000000028,-0.3400000000000034,0
Indiana Pacers,Cleveland Cavaliers,2024-25,115.4,113.3,100.76,121.0,111.8,100.31,-5.599999999999994,1.5,0.45000000000000284,1
Boston Celtics,New York Knicks,2024-25,119.5,110.1,96.59,117.3,113.3,97.64,2.200000000000003,-3.200000000000003,-1.0499999999999972,0
Denver Nuggets,Oklahoma City Thunder,2024-25,118.9,115.1,100.67,119.2,106.6,100.9,-0.29999999999999716,8.5,-0.23000000000000398,1
New York Knicks,Boston Celtics,2024-25,117.3,113.3,97.64,119.5,110.1,96.59,-2.200000000000003,3.200000000000003,1.0499999999999972,1
Oklahoma City Thunder,Denver Nuggets,2024-25,119.2,106.6,100.9,118.9,115.1,100.67,0.29999999999999716,-8.5,0.23000000000000398,0
Cleveland Cavaliers,Indiana Pacers,2024-25,121.0,111.8,100.31,115.4,113.3,100.76,5.599999999999994,-1.5,-0.45000000000000284,0
Golden State Warriors,Minnesota Timberwolves,2024-25,114.2,111.0,99.37,115.7,110.8,97.95,-1.5,0.20000000000000284,1.4200000000000017,1
Minnesota Timberwolves,Golden State Warriors,2024-25,115.7,110.8,97.95,114.2,111.0,99.37,1.5,-0.20000000000000284,-1.4200000000000017,0
Indiana Pacers,Cleveland Cavaliers,2024-25,115.4,113.3,100.76,121.0,111.8,100.31,-5.599999999999994,1.5,0.45000000000000284,1
Boston Celtics,New York Knicks,2024-25,119.5,110.1,96.59,117.3,113.3,97.64,2.200000000000003,-3.200000000000003,-1.0499999999999972,0
Denver Nuggets,Oklahoma City Thunder,2024-25,118.9,115.1,100.67,119.2,106.6,100.9,-0.29999999999999716,8.5,-0.23000000000000398,0
New York Knicks,Boston Celtics,2024-25,117.3,113.3,97.64,119.5,110.1,96.59,-2.200000000000003,3.200000000000003,1.0499999999999972,1
Oklahoma City Thunder,Denver Nuggets,2024-25,119.2,106.6,100.9,118.9,115.1,100.67,0.29999999999999716,-8.5,0.23000000000000398,1
Golden State Warriors,Minnesota Timberwolves,2024-25,114.2,111.0,99.37,115.7,110.8,97.95,-1.5,0.20000000000000284,1.4200000000000017,0
Minnesota Timberwolves,Golden State Warriors,2024-25,115.7,110.8,97.95,114.2,111.0,99.37,1.5,-0.20000000000000284,-1.4200000000000017,1
Cleveland Cavaliers,Indiana Pacers,2024-25,121.0,111.8,100.31,115.4,113.3,100.76,5.599999999999994,-1.5,-0.45000000000000284,1
Denver Nuggets,Oklahoma City Thunder,2024-25,118.9,115.1,100.67,119.2,106.6,100.9,-0.29999999999999716,8.5,-0.23000000000000398,1
Indiana Pacers,Cleveland Cavaliers,2024-25,115.4,113.3,100.76,121.0,111.8,100.31,-5.599999999999994,1.5,0.45000000000000284,0
Oklahoma City Thunder,Denver Nuggets,2024-25,119.2,106.6,100.9,118.9,115.1,100.67,0.29999999999999716,-8.5,0.23000000000000398,0
Boston Celtics,New York Knicks,2024-25,119.5,110.1,96.59,117.3,113.3,97.64,2.200000000000003,-3.200000000000003,-1.0499999999999972,1
Golden State Warriors,Minnesota Timberwolves,2024-25,114.2,111.0,99.37,115.7,110.8,97.95,-1.5,0.20000000000000284,1.4200000000000017,0
Minnesota Timberwolves,Golden State Warriors,2024-25,115.7,110.8,97.95,114.2,111.0,99.37,1.5,-0.20000000000000284,-1.4200000000000017,1
New York Knicks,Boston Celtics,2024-25,117.3,113.3,97.64,119.5,110.1,96.59,-2.200000000000003,3.200000000000003,1.0499999999999972,0
Cleveland Cavaliers,Indiana Pacers,2024-25,121.0,111.8,100.31,115.4,113.3,100.76,5.599999999999994,-1.5,-0.45000000000000284,0
Denver Nuggets,Oklahoma City Thunder,2024-25,118.9,115.1,100.67,119.2,106.6,100.9,-0.29999999999999716,8.5,-0.23000000000000398,0
Indiana Pacers,Cleveland Cavaliers,2024-25,115.4,113.3,100.76,121.0,111.8,100.31,-5.599999999999994,1.5,0.45000000000000284,1
Oklahoma City Thunder,Denver Nuggets,2024-25,119.2,106.6,100.9,118.9,115.1,100.67,0.29999999999999716,-8.5,0.23000000000000398,1
Boston Celtics,New York Knicks,2024-25,119.5,110.1,96.59,117.3,113.3,97.64,2.200000000000003,-3.200000000000003,-1.0499999999999972,0
Golden State Warriors,Minnesota Timberwolves,2024-25,114.2,111.0,99.37,115.7,110.8,97.95,-1.5,0.20000000000000284,1.4200000000000017,0
Minnesota Timberwolves,Golden State Warriors,2024-25,115.7,110.8,97.95,114.2,111.0,99.37,1.5,-0.20000000000000284,-1.4200000000000017,1
New York Knicks,Boston Celtics,2024-25,117.3,113.3,97.64,119.5,110.1,96.59,-2.200000000000003,3.200000000000003,1.0499999999999972,1
